Energy Term,rho,p-value1,r,p-value2,r2,MSE,RMSE,SD
v_HB_24_20,0.13063446627560668,0.20216965844345847,-0.042973055570371725,0.6759895276591189,0.0018466835050542565,3181802.7330063772,1783.760839632482,1770.0868176993238
v_HB_24_21,0.1329489081987501,0.19422150371007116,-0.04293266190943984,0.6762770553295291,0.0018432134586302666,4336736.941628743,2082.483359268146,2067.08644754661
v_HB_24_22,0.13251495033816071,0.19569432491958014,-0.04286308281947414,0.6767724378485571,0.001837243868789099,5947669.361086484,2438.7844023378707,2421.4331865749255
v_HB_24_23,0.1314234805675874,0.19943426851077062,-0.042766584305561815,0.6774597065267954,0.0018289807331647262,8213539.4446026655,2865.927327167014,2846.349188709429
v_HB_23_2,0.4843955992042592,4.975315100450857e-07,0.42606820075747537,1.354249244423358e-05,0.18153411169671232,4174875.5430395263,2043.2512187784268,691.500801478987
v_HB_23_3,0.49324570951264274,2.851102054839978e-07,0.3547780030647142,0.00036304915636741815,0.12586743145858634,137242.36960856293,370.46237272975907,137.90019562766844
v_HB_23_4,0.472455182918951,1.0291729394655789e-06,0.10409162746268409,0.31027127705627155,0.01083506690783021,15370.488735028153,123.9777751656649,95.94634789266983
v_HB_23_5,0.43558191500705234,8.22882174180993e-06,0.003857360902638354,0.970087746856016,1.4879233133202977e-05,14043.987076532883,118.50732921019224,118.32439849780437
v_HB_23_6,0.40212770902707007,4.447598760102878e-05,-0.022906267262365734,0.8237649777312888,0.0005246970798949282,22029.43456356373,148.42316046885583,148.75842642553502
v_HB_23_7,0.359711615714007,0.0002960409779212686,-0.032187942069010884,0.7542913643980776,0.0010360636146380007,33861.78700910794,184.0157248962923,183.27043891836524
v_HB_23_8,0.31621062774947034,0.0016032320128706982,-0.03630705607605833,0.7240405406089226,0.001318202320910044,49995.03688023611,223.5956996013924,221.94516038689207
v_HB_23_9,0.2702242447651944,0.007430832352420771,-0.03851218211844426,0.7080153421092158,0.0014831881715242179,71693.4115357413,267.7562539619594,265.36318817849303
v_HB_23_10,0.2607889488569251,0.009880444722965936,-0.03986532555997182,0.6982438209302937,0.0015892441820025425,100717.22840564811,317.3597775485232,314.30146447887057
v_HB_23_11,0.24773733744374415,0.014422422836811114,-0.04077835530987515,0.6916780994210268,0.0016628742617784227,139440.2588829782,373.4170040088938,369.7161308581566
v_HB_23_12,0.21576910838032562,0.033787266978923765,-0.04143388681952588,0.6869780777268711,0.0017167669769732805,191077.65028768877,437.12429615349544,432.77049849114076
v_HB_23_13,0.19687221608738753,0.053261940598913274,-0.04192213929409545,0.6834851203338275,0.0017574657629935416,260017.46486519635,509.9190767810088,504.8800871154888
v_HB_23_14,0.18048701929058808,0.07687615651530852,-0.04229190001561889,0.6808442772616004,0.001788604806931105,352295.4803004022,593.544842703904,587.7717934349015
v_HB_23_15,0.14791387926998428,0.14821542856497227,-0.042571668207615654,0.6788487172320097,0.0018123469339793134,476278.81659096404,690.1295650752575,683.559140023573
v_HB_23_16,0.13312643641444577,0.19362129923813698,-0.042779243039678616,0.6773695351282721,0.0018300636350478913,643657.4230607119,802.2826329048336,794.837411475411
v_HB_23_17,0.1277742894671766,0.2123108330228634,-0.04292641769212884,0.6763215066799826,0.001842677335879112,870892.627362132,933.2162811278702,924.8039196262905
v_HB_23_18,0.13248207474266152,0.19580622966789255,-0.043021441688649145,0.6756451697834286,0.0018508444449698387,1181348.7708534137,1086.8986939238696,1077.4102356296075
v_HB_23_19,0.1312722528282911,0.19995647942601852,-0.043070397807492646,0.6752968232531212,0.0018550591672956674,1608452.4493734753,1268.2477870564078,1257.555206122905
v_HB_23_20,0.13183113795177742,0.19803145544599982,-0.04307801869977028,0.6752426030618887,0.0018557156950977577,2200407.685111246,1483.3771216758219,1471.3300978832808
v_HB_23_21,0.13076596865760348,0.20171190110818557,-0.043048196614658946,0.6754547870323611,0.001853147231774334,3027282.001726544,1739.908618786212,1726.3304683552888
v_HB_23_22,0.1329489081987501,0.19422150371007116,-0.04298431402804307,0.6759093966833903,0.0018476512524614203,4191727.7204125756,2047.3709288774655,2032.053559839728
v_HB_22_2,0.48457970253905464,4.918801761192158e-07,0.4270377528995201,1.2880895478454475e-05,0.1823612424014716,4215758.270064262,2053.2311779398497,693.8198137499487
v_HB_22_3,0.4982164995521212,2.0710157169955e-07,0.37500794778926416,0.00015394937914251685,0.14063096090511548,139093.78641734947,372.95279381893556,132.955717206811
v_HB_22_4,0.4698645859936143,1.2006434856606868e-06,0.13822572570954353,0.17694912870840468,0.019106351247929962,13075.312565612961,114.34733300612201,79.05643530610618
v_HB_22_5,0.43768595311900094,7.3553233649792516e-06,0.01676022242767824,0.8705652216320632,0.00028090505582524863,9108.16672323004,95.43671580282947,94.22419579002339
v_HB_22_6,0.40715110001934735,3.491398325815485e-05,-0.017247664106011404,0.8668349414110273,0.00029748191711379413,13870.814316040545,117.77442131481922,118.21489457217872
v_HB_22_7,0.3676806600630122,0.00021143137424769776,-0.029109322555170427,0.7771485025060063,0.0008473526596209538,21416.74150328232,146.34459847661722,145.8826030641927
v_HB_22_8,0.3301301548838301,0.0009587711748130506,-0.034378540591842505,0.7381540608943318,0.0011818840532249629,31827.63077998568,178.4030010397406,177.09538554656623
v_HB_22_9,0.2821843864078021,0.0051052923394731085,-0.037200067085986915,0.71753599870248,0.0013838449912019271,45932.78161957938,214.3193449494921,212.31616488791482
v_HB_22_10,0.2611374301692166,0.009778708871620623,-0.03893211804105215,0.7049776830395386,0.0015157098151624183,64936.078033383936,254.82558355350417,252.20770836965565
v_HB_22_11,0.2563770439409329,0.011250990684946258,-0.04010192628761405,0.6965402347648754,0.0016081644919772305,90481.3457995988,300.80117320183246,297.59770645213183
v_HB_22_12,0.2361454024707275,0.019877654548131805,-0.04094342345674575,0.6904934857102172,0.0016763639243583984,124815.19589922283,353.2919414580848,349.4995558960426
v_HB_22_13,0.2076028104583252,0.041307344064313745,-0.041572294491287895,0.6859872374407257,0.0017282556692703658,171030.04474133623,413.55778887760806,409.1516475462423
v_HB_22_14,0.19363068237116676,0.057387790157053684,-0.04205120202736752,0.6825629150815908,0.0017683035919464783,233415.65356430245,483.13109355981476,478.07029405404154
v_HB_22_15,0.17400395185814652,0.08827778328960624,-0.04241685382645257,0.6799527208409736,0.001799189488534644,317969.2515738261,563.8876231784362,558.1175515567569
v_HB_22_16,0.14300884042150422,0.16229068685691433,-0.042692277477467344,0.6779891047287258,0.0018226305562130654,433140.8665949183,658.1343833860363,651.5872687809832
v_HB_22_17,0.12912218888264365,0.20748749585060028,-0.042892827548370455,0.6765606473279423,0.0018397946550942474,590930.1448992207,768.7198090977106,761.3141232321859
v_HB_22_18,0.12942464436123624,0.20641601899333822,-0.04302933270985908,0.6755890167168802,0.0018515234734557484,808511.9162316218,899.1729067490978,890.8119099002711
v_HB_22_19,0.13183771307087727,0.19800888778693226,-0.043109850345020274,0.6750161491034412,0.0018584591967700447,1110662.2914440383,1053.879638025158,1044.4491879969667
v_HB_22_20,0.13265302783925736,0.19522482873823788,-0.043140701187454826,0.6747967003156552,0.0018611200989452662,1533404.4712492777,1238.307098925496,1227.6727319231081
v_HB_22_21,0.1305029638936099,0.20262816040430887,-0.043127108905525256,0.6748933818365277,0.001859947522549036,2129524.4528152496,1459.2890230572043,1447.2922443665877
v_HB_21_2,0.4863549846960112,4.404224500443328e-07,0.4277426651954279,1.241906473435459e-05,0.18296378762848794,4259991.708791983,2063.974735502347,696.6888488419766
v_HB_21_3,0.5051072243687528,1.318430487680724e-07,0.38942220228649266,8.065126785222568e-05,0.151649651633662,141497.07211896317,376.16096570346474,130.21865098451627
v_HB_21_4,0.4652817279810264,1.5720737548574329e-06,0.17589357446884366,0.08482405132321084,0.03093854953942665,11857.609541607444,108.89265145824784,66.58613555166724
v_HB_21_5,0.4505863367928856,3.6357835854849726e-06,0.03297270569595069,0.7484977533496265,0.0010871993209117792,6098.995996109575,78.09606901829038,75.46433188096307
v_HB_21_6,0.4066579660868594,3.5759713036816116e-05,-0.009987484343473773,0.9226528993010901,9.974984351113375e-05,8794.557211539792,93.77930054942718,94.23174488594236
v_HB_21_7,0.3706000129433408,0.00018649283088876167,-0.025118467553794772,0.8070606827988781,0.0006309374122510407,13607.438310593054,116.65092503102174,116.42732052312417
v_HB_21_8,0.34229412521853275,0.0005996244134729223,-0.03185182028575553,0.7567770133906186,0.0010145384555160677,20358.199954899283,142.68216410925118,141.6759708538911
v_HB_21_9,0.30107470358164035,0.0027295556439454597,-0.03545839551098315,0.7302402755190224,0.00125729781221331,29579.956706019555,171.98824583680002,170.32810217982794
v_HB_21_10,0.27103298441447465,0.007248250760898996,-0.037672662828091966,0.7141017942866611,0.001419229524559102,42097.658402575114,205.17713908370766,202.9452101034005
v_HB_21_11,0.25831670407538554,0.010629215053025531,-0.03916895618153451,0.7032665204543012,0.0015342071283509704,59055.016674127095,243.01237967257367,240.24323743042356
v_HB_21_12,0.25383904796839496,0.012112423158690329,-0.04024676291200472,0.6954981159234014,0.0016198019248951187,82030.05413902018,286.40889326105116,283.10556972307666
v_HB_21_13,0.21945117507623557,0.03079398009077979,-0.04105433891045454,0.6896979181631308,0.0016854587433744617,113213.63983514033,336.4723463156227,332.6167590415461
v_HB_21_14,0.19772698157036664,0.052215587756072566,-0.04167211078774281,0.6852729966328497,0.0017365648175059103,155670.6719928087,394.55122860385154,390.1096890190919
v_HB_21_15,0.1890280990012793,0.06369177367930089,-0.04214730503998367,0.6818765230528573,0.001776395322133433,213722.11029624625,462.3008871895513,457.2266286204338
v_HB_21_16,0.16771156287960035,0.10058859129754306,-0.04250965489407948,0.6792908618388569,0.0018070707592137353,293507.249930428,541.763093916915,535.9970205736289
v_HB_21_17,0.13952402729858937,0.1728776463898386,-0.04277908489328309,0.6773706616174053,0.0018300501043067214,403817.0488651488,635.466009213041,628.9362994994116
v_HB_21_18,0.1282608482805647,0.2105606160426378,-0.0429697320097376,0.6760131834687599,0.0018463978689886684,557337.7894115907,746.5505940065889,739.1714663891955
v_HB_21_19,0.13066076675200605,0.20207804742027036,-0.043092181256298545,0.6751418454438955,0.0018569360854256876,772519.8625688244,878.9310909103309,870.6008592384625
v_HB_21_20,0.13173908628437966,0.19834759710574293,-0.04315477701901646,0.674696584887061,0.0018623347795610312,1076404.7736365942,1037.4992884993194,1028.0977269308917
v_HB_20_2,0.486690315770103,4.312948673913906e-07,0.42826008909054075,1.2090013115898129e-05,0.1834067039078379,4308375.95669788,2075.662775283567,700.0769830161763
v_HB_20_3,0.5107552516755148,9.037527851861905e-08,0.39941354711648014,5.0609124789057156e-05,0.1595311816201687,144322.4051441993,379.8978877859145,128.9615829148072
v_HB_20_4,0.46603129155840806,1.504675544674645e-06,0.21480987704718604,0.034606082801538714,0.046143283277027186,11301.398767957124,106.30803717479279,57.630894285072365
v_HB_20_5,0.4566157210074382,2.5896653953747493e-06,0.05305561962986832,0.6057657044524947,0.0028148987743092688,4277.3546194125265,65.40148789907249,60.91725577187542
v_HB_20_6,0.4111684977893491,2.868845742865736e-05,-0.0007281057730776984,0.9943525822965995,5.301380167890728e-07,5630.137254872302,75.03424054971372,75.38643634142649
v_HB_20_7,0.3765307703713958,0.00014398867551637816,-0.019981397954070234,0.8459706153254217,0.00039925626419892214,8687.673754981219,93.20769150119114,93.17859736847834
v_HB_20_8,0.34815255633648956,0.00047504267739753104,-0.0285763441090236,0.7811255526732386,0.0008166074426373277,13082.68449942806,114.37956329444548,113.63977411274887
v_HB_20_9,0.31493505464410154,0.0016785590949567205,-0.03318238277283064,0.7469521348828134,0.0011010705264826478,19144.534713532223,138.3637767391893,137.00859349360945
v_HB_20_10,0.2807838860395363,0.0053391345506748865,-0.03601005336542139,0.7262082379247157,0.0012967239433804962,27438.32752910397,165.6451856502445,163.75502932473438
v_HB_20_11,0.2669169598579753,0.008220417796853213,-0.0379210466820436,0.7122991440722674,0.00143800578146173,38762.97114685069,196.8831408395617,194.49694738345468
v_HB_20_12,0.25750138930700545,0.01088681006615321,-0.03929860515006203,0.7023304282752202,0.001544380366740482,54232.103877485904,232.87787331020934,230.00437022671056
v_HB_20_13,0.243200505264855,0.01637926672135321,-0.040332672284007505,0.6948802537062705,0.0016267244535691473,75405.38835304018,274.60041579181956,271.22767325844075
v_HB_20_14,0.21077859298354756,0.03823187584994943,-0.04112643782109901,0.6891809524283576,0.001691383887852723,104483.10788898154,323.23846907350236,319.3393617468595
v_HB_20_15,0.19653688501329572,0.05367711246689913,-0.04174061847485434,0.6847829463465461,0.001742279230663351,144593.14142909946,380.25404853742117,375.7889192950867
v_HB_20_16,0.18424141229659624,0.07083360581798266,-0.042213551694666666,0.6814035234427385,0.001781983946678295,200216.40015101543,447.45547281379345,442.37305753352314
v_HB_20_17,0.16368101487139886,0.10915626864918833,-0.04257102550950339,0.6788532990051999,0.0018122922129307883,277821.74616508215,527.087987118927,521.3252077363088
v_HB_20_18,0.1377881958562318,0.17833694008267498,-0.04283141693230935,0.6769979351855262,0.0018345302764293163,386819.97977042897,621.9485346637847,615.4294705587788
v_HB_20_19,0.1280241439929705,0.21141078546012368,-0.04300854157767083,0.6757369717131404,0.0018497346486382406,541006.8315596974,735.5316659122824,728.1658391046502
v_HB_19_2,0.4871176985115926,4.199217564763151e-07,0.42864286946470115,1.1851874754607571e-05,0.18373470954293283,4361881.306043768,2088.5117442915584,703.9960072924031
v_HB_19_3,0.5119453482325856,8.338956287856757e-08,0.40623726430406515,3.6496311883979184e-05,0.1650287149092509,147528.87300836077,384.0948750092362,128.70680495665468
v_HB_19_4,0.46340781903757217,1.7532796811467867e-06,0.2519808739376528,0.01277906621049943,0.06349436083038326,11158.765345754215,105.63505737090416,51.44165214092508
v_HB_19_5,0.4553467230211692,2.7828567275078063e-06,0.07741347564376126,0.4510399449192618,0.005992846211247218,3191.1227741321404,56.49002366907045,49.71945078697562
v_HB_19_6,0.41177340874653434,2.7846449134190123e-05,0.011002632892183607,0.9148192812299045,0.00012105793056016059,3656.539846088683,60.46932979692005,60.58114684862638
v_HB_19_7,0.3836055985228229,0.00010507022169365907,-0.01340555686614519,0.8963103463083891,0.00017970895489145242,5577.0891241250065,74.67991111487082,74.79879731922473
v_HB_19_8,0.35922505690061884,0.0003021027712154637,-0.024362866862994867,0.8127568860137115,0.0005935492817840133,8445.708245353704,91.90053452158864,91.39663888631374
v_HB_19_9,0.3380005724463377,0.0007092055699032656,-0.030241094350291438,0.7687224484334557,0.0009145237875032287,12449.85262906337,111.57890763519497,110.49775484107138
v_HB_19_10,0.3008182739367466,0.00275362289357025,-0.03384907336644028,0.7420443543962146,0.0011457597677666568,17975.11818588234,134.07131753616184,132.48740948027202
v_HB_19_11,0.27382083491280657,0.00664886293171529,-0.036286621821592806,0.7241896120840723,0.0013167189232232953,25581.17892790601,159.9411733354048,157.89641487958465
v_HB_19_12,0.2578038447855981,0.010790620533425192,-0.038043989130860704,0.7114074713226973,0.0014473451089890474,36057.15038614188,189.88720437707718,187.39531239461274
v_HB_19_13,0.24901948566821278,0.01390757669108907,-0.03936453171925027,0.7018545951694999,0.0015495663574758608,50518.07761139593,224.76226910092345,221.8169073866785
v_HB_19_14,0.2356259680618402,0.020158874074654064,-0.040380654172240626,0.6945352535998385,0.0016305972313780943,70550.20934235876,265.61289378032603,262.19292805097075
v_HB_19_15,0.2068795473573429,0.04203586395431915,-0.04117040326138953,0.6888657801983995,0.0016950021047054337,98427.07656557983,313.73089832781824,309.803140992254
v_HB_19_16,0.19265756474439055,0.05867622102200668,-0.041783172862769356,0.6844786113286986,0.0017458335344800655,137432.13449566628,370.7184032330554,366.23869040321506
v_HB_19_17,0.1842085367010971,0.07088480317345734,-0.04225228154770735,0.6811270502376535,0.0017852552959867307,192343.54830063222,438.5698898700551,433.4830493291532
v_HB_19_18,0.16019620174848406,0.11701248068744331,-0.04260154255649122,0.6786357568972473,0.0018148914281925325,270167.39898264455,519.7762970573442,514.0153117297772
v_HB_18_2,0.4881039663765685,3.947528793099889e-07,0.4289276971165158,1.1677541601938863e-05,0.18397896935367752,4421699.4430597145,2102.783736635728,708.4928707137539
v_HB_18_3,0.5130105175267596,7.757611735521656e-08,0.41087031791570944,2.9112217625982443e-05,0.16881441814415615,151136.22166783645,388.76242316849044,129.1560264888814
v_HB_18_4,0.4656039088169185,1.5427617373504725e-06,0.284622965066121,0.004719785914989148,0.08101023224303033,11284.645673270647,106.2292128996099,47.383827081592436
v_HB_18_5,0.45247997109363924,3.270550186396838e-06,0.10604635393191192,0.301222992938193,0.01124582918225233,2563.5383524768567,50.63139690426146,41.20976938336809
v_HB_18_6,0.4205511927448198,1.7956110103810034e-05,0.025736855087667824,0.8024063471360627,0.0006623857098036132,2428.2150675783655,49.27692226162634,48.97070926168663
v_HB_18_7,0.39184422275492153,7.213469049869831e-05,-0.0050269519274161465,0.9610243241976272,2.527024568055291e-05,3604.666298862301,60.038873231118366,60.25177706389477
v_HB_18_8,0.3659579788588543,0.00022755795589690875,-0.018971758577719905,0.8536647817923638,0.0003599276235312888,5477.042270973089,74.00704203637036,73.71086487775193
v_HB_18_9,0.33740881172735215,0.0007256669766939255,-0.026468948887642316,0.7969051106968065,0.0007006052552166215,8132.3601599328285,90.1795994664693,89.34722482474379
v_HB_18_10,0.32043185421156717,0.0013752746582754965,-0.031070156362619828,0.7625670279488237,0.0009653546163976454,11831.189946576807,108.77127353569419,107.4653823187687
v_HB_18_11,0.2867080683484915,0.004410955585811219,-0.034176589640442734,0.7396371358871248,0.0011680392794512176,16966.147691025133,130.25416573386485,128.5177443932292
v_HB_18_12,0.2687382678486308,0.007776912464723005,-0.03641512817428358,0.7232523070609657,0.0013260615599495016,24098.19754446776,155.2359415356758,153.08686648358795
v_HB_18_13,0.2541283532087879,0.012011408182990879,-0.03809764819902887,0.7110184163556724,0.0014514307982969675,34027.34442917871,184.46502223776383,181.90199519236165
v_HB_18_14,0.25055806353757515,0.013310901151719973,-0.0393941312080006,0.7016409946254424,0.001551897573633167,47901.191485074196,218.86340828259574,215.87076804318752
v_HB_18_15,0.22965575991918613,0.023644279762461987,-0.040404944039659836,0.6943606279570771,0.001632559502848043,67377.89000451923,259.57251396193556,256.1229815829883
v_HB_18_16,0.20724775402693388,0.04166365519909239,-0.041193724073168445,0.688698623358491,0.0016969229030163375,94871.19949987328,308.0116872780533,304.0675628059682
v_HB_18_17,0.1927233159353889,0.058588426604011576,-0.04180348251389069,0.6843333811360692,0.0017475311502891647,133921.1477542522,365.9523845451102,361.4656724754441
v_HB_17_2,0.48918886102804193,3.6872335037657164e-07,0.42914040262143227,1.15489258585567e-05,0.184161485162085,4489322.27210826,2118.8020842231253,713.6480201872743
v_HB_17_3,0.5145162198006228,7.001344098094045e-08,0.41401548788948656,2.4923003151258532e-05,0.17140882421236958,155211.70449535636,393.9691669348711,130.13524619470496
v_HB_17_4,0.46518310119452877,1.5811516142596052e-06,0.31107952323016075,0.0019261219399258956,0.09677046977310412,11597.939787916823,107.6937314234994,44.92537362866464
v_HB_17_5,0.44647031223638617,4.566576953175066e-06,0.1382248066948209,0.17695203543032492,0.019106097185820604,2225.5213763984866,47.175431915335835,34.878596202706355
v_HB_17_6,0.4284084600691277,1.1997179039358967e-05,0.044012997700989744,0.6686031869912373,0.0019371439666273284,1669.0771852282332,40.854341081802225,39.90728398563228
v_HB_17_7,0.39411263884436604,6.492448548436961e-05,0.005600953361491003,0.9565779996293355,3.137067855759736e-05,2352.000610018371,48.49742890111156,48.7363322319294
v_HB_17_8,0.36917321209867565,0.00019831998901369505,-0.012097534415271144,0.9063793709410967,0.00014635033892866975,3568.8014415272933,59.73944627737433,59.62239971656056
v_HB_17_9,0.3480868051454911,0.00047629796006309444,-0.02165346088689193,0.8332603819331879,0.0004688723683801587,5333.839420261,73.03313919215714,72.42848318128497
v_HB_17_10,0.33667897350726994,0.0007464501504673108,-0.027520360359639534,0.7890218024055992,0.0007573702343244191,7819.769959657022,88.42946318765608,87.37951068779262
v_HB_17_11,0.30392173015187074,0.002474774378838323,-0.03147773468829151,0.7595463213073717,0.0009908477811064705,11301.775526560219,106.30980917375507,104.8559277690082
v_HB_17_12,0.2775029016087165,0.0059246143945336765,-0.0343265277090338,0.7385359384764322,0.0011783105045590652,16179.471133223782,127.19855004371622,125.36169579256661
v_HB_17_13,0.2671010631927708,0.008174596877448797,-0.03646659478252099,0.7228770322113742,0.0013298125350325871,23028.35979063916,151.75097953765953,149.53428231924883
v_HB_17_14,0.25411520297058826,0.012015983779474193,-0.03811637615203034,0.7108826468015753,0.0014528581309630672,32680.924574749457,180.77866183471284,178.17143893175253
v_HB_17_15,0.24917728852660892,0.013845328112973093,-0.03940508500954211,0.7015619539386172,0.0015527607246092403,46349.586419431645,215.2895408965137,212.26992009248238
v_HB_17_16,0.22445484071121327,0.027087878026373184,-0.040414775929194686,0.6942899486994489,0.0016333541134070143,65812.95715143149,256.5403616420455,253.07654970084542
v_HB_16_2,0.48918886102804193,3.6872335037657164e-07,0.429299418733933,1.1453644652414358e-05,0.18429799092529275,4566659.001481884,2136.9742631772347,719.5787093601962
v_HB_16_3,0.5149173020657131,6.812067559596086e-08,0.4161573776514267,2.240071174868049e-05,0.17318696297371217,159867.7358396591,399.83463561785027,131.55654114463132
v_HB_16_4,0.46912817265443235,1.2541189028435056e-06,0.331110680245679,0.0009238229377894314,0.1096342825727563,12058.762306627019,109.81239596068842,43.64081577791634
v_HB_16_5,0.4470160471216728,4.4313847835520546e-06,0.17225080299171655,0.09158097186684856,0.02967033913129115,2074.6604134200174,45.54844029623866,30.32479381975154
v_HB_16_6,0.4286911901904208,1.1822128182615675e-05,0.06624876113745827,0.519105405207051,0.004388898352248001,1207.793874890268,34.753328975657396,32.89752893539486
v_HB_16_7,0.4008455608026015,4.728124319801258e-05,0.019008462849937333,0.8533848246129991,0.0003613216599174477,1557.2452433737676,39.46194677627762,39.63539443164242
v_HB_16_8,0.3753998498862235,0.0001513267182277157,-0.003349359749160335,0.9740256139644888,1.1218210729295382e-05,2338.430114342413,48.357317071384486,48.38642996337976
v_HB_16_9,0.354188515670142,0.00037192715646304476,-0.015517428737724185,0.8800886841557651,0.0002407905946303484,3511.4994429427034,59.25790616401075,58.862308434055535
v_HB_16_10,0.3292688142817511,0.0009904610165152098,-0.02299957725527557,0.8230587495567367,0.0005289805539213894,5186.547595627928,72.01768946326956,71.20669208116925
v_HB_16_11,0.32563277341954,0.0011350253717413985,-0.02804237218682827,0.7851156736744743,0.0007863746378645997,7555.620892426998,86.9230745684194,85.73238227644289
v_HB_16_12,0.30068019643564997,0.0027666610389330886,-0.03166723206280402,0.7581431147726669,0.0010028135865194831,10903.561554331414,104.42012044779212,102.87222828094907
v_HB_16_13,0.27418904158239754,0.006573070749878189,-0.034386934584960546,0.7380924383143544,0.0011824612701503557,15645.015300109286,125.08003557766237,123.18174469725881
v_HB_16_14,0.265292905440315,0.008634520975767787,-0.03648257506613656,0.722760523426271,0.0013309782834562888,22384.880895011873,149.61577756042934,147.36086627560852
v_HB_16_15,0.25385219820659466,0.012107815546417757,-0.03812080530352838,0.7108505386897068,0.0014531957969895171,32011.039195066904,178.91629102758336,176.2878244154598
v_HB_15_2,0.48918886102804193,3.6872335037657164e-07,0.4294180697232052,1.1383031437854223e-05,0.1843998786048035,4656210.991086159,2157.825523782254,726.4474765988349
v_HB_15_3,0.5178169295887421,5.581774914722099e-08,0.41762343495822446,2.0814324769548275e-05,0.17440933342630632,165268.96443515513,406.53285775587085,133.39450132435184
v_HB_15_4,0.47499975401058875,8.835177784791838e-07,0.34551323600569894,0.0005278898162846016,0.11937939625512982,12655.909007192355,112.49848446620227,43.21420704506415
v_HB_15_5,0.44653606342738456,4.550085156940292e-06,0.2056033756359731,0.043347401189103546,0.04227274807290706,2050.493461203639,45.28237473017111,27.220909268322064
v_HB_15_6,0.43157109235615043,1.0170603751225735e-05,0.09250520532826992,0.3674851104655722,0.008557213012825377,938.2349838202193,30.630621668849937,27.56860502523322
v_HB_15_7,0.4133974631641946,2.5698777982326375e-05,0.03578242181201211,0.7278710874202075,0.0012803817107327601,1056.0767510260023,32.497334521865056,32.47747489392135
v_HB_15_8,0.3873534164097313,8.865689164144807e-05,0.0077706711457691735,0.939784096704224,6.03833300556896e-05,1544.1595238797192,39.29579524427161,39.4273759593256
v_HB_15_9,0.3598562683342034,0.00029426056094856767,-0.007693160297160257,0.9403836311785502,5.918471535780289e-05,2320.3654556533565,48.17017184579433,47.96471282820809
v_HB_15_10,0.3482314577656876,0.00047354034684317554,-0.017239047221815473,0.8669008593793435,0.00029718474911598374,3449.542659663043,58.73280735383797,58.14764880435312
v_HB_15_11,0.32986715011983647,0.0009683480478059283,-0.02367169715502057,0.8179759266236496,0.000560349246199009,5064.40888534956,71.16466036839886,70.22355119351117
v_HB_15_12,0.32040555373516777,0.0013765988201567356,-0.028288132920781566,0.7832785221702103,0.0008002184641438059,7367.687862169456,85.83523671645261,84.55983842985131
v_HB_15_13,0.29211281624855945,0.0036926782282461212,-0.031745549365897074,0.7575634126648679,0.0010077799045426082,10658.172510267474,103.23842555108769,101.63814210816263
v_HB_15_14,0.2739786377712027,0.006616286401778155,-0.03440618710357926,0.7379511066097579,0.0011837857110065038,15375.58597215623,123.99833052164948,122.07078141693883
v_HB_14_2,0.48918886102804193,3.6872335037657164e-07,0.42950610685744917,1.1330902043242362e-05,0.18447549582784253,4761338.695004979,2182.0491962843043,734.4772103506056
v_HB_14_3,0.5197368643658952,4.887066833618504e-08,0.4186337314175589,1.9783040501219308e-05,0.17525420108058884,171650.05593939958,414.3067172269834,135.67449048783743
v_HB_14_4,0.47807690974931355,7.334229179342104e-07,0.3555190841624025,0.00035216477115394715,0.12639381920367346,13401.338821139292,115.76415171001467,43.432949424681496
v_HB_14_5,0.44268304363487876,5.617541834318263e-06,0.23564136787652248,0.020150487798716837,0.0555268542547186,2119.9300061247836,46.04269764169758,25.29076988532454
v_HB_14_6,0.4294473288869023,1.1365681279606264e-05,0.12215612955830472,0.23327232541793186,0.01492211998866533,795.3627961950656,28.20217715345866,23.639836654973827
v_HB_14_7,0.416408867711921,2.2120771387776014e-05,0.056474712087550255,0.5827037499263661,0.003189393105371695,745.3565070146688,27.301218050018733,26.90756340251985
v_HB_14_8,0.39437564360835964,6.41334066153375e-05,0.021883835361143335,0.8315124630768718,0.0004789022501136274,1032.6868570210906,32.13544549280577,32.304353641495965
v_HB_14_9,0.3720070884307064,0.00017547114442674098,0.00231389957110982,0.9820540079898559,5.354131225182209e-06,1540.176964780118,39.24508841600587,39.20592200851976
v_HB_14_10,0.3506708269517279,0.0004291903172974122,-0.009867359940663244,0.9235803692834196,9.736479219860574e-05,2299.164194078178,47.94960056223803,47.57909438570969
v_HB_14_11,0.339216969479808,0.0006764355106653655,-0.018088216393800517,0.8604092819907913,0.0003271835723089538,3399.604646186431,58.30612871891283,57.60595498941799
v_HB_14_12,0.3319843384699847,0.0008936664522992586,-0.02398048739291357,0.8156432476106067,0.0005750637756016867,4985.10976641214,70.60530976075482,69.59240834034004
v_HB_14_13,0.3197217413487845,0.0014114357490357663,-0.02838407665979261,0.7825616295762279,0.0008056558078289837,7270.623053531231,85.26794857114383,83.95263526689374
v_HB_13_2,0.48918886102804193,3.6872335037657164e-07,0.4295707578695326,1.1292763153889944e-05,0.1845310360166046,4886681.981983413,2210.5840816362115,743.9759416215846
v_HB_13_3,0.5211833905678599,4.4189734044351395e-08,0.41933725268084265,1.9093397808575786e-05,0.1758437314859169,179348.93143486438,423.49608195928374,138.47107218977797
v_HB_13_4,0.47985876702537006,6.579146547059106e-07,0.3623525943785576,0.00026504902769717556,0.1312994026528715,14330.45244054451,119.70986776596368,44.17544958511221
